inference_nstep,month,finite_loglik_increment,state_in_box,minimum_filtered_state,maximum_filtered_state,maximum_absolute_filtered_state
1,315,False,False,,,
1,316,False,False,,,
1,317,False,False,,,
1,318,False,False,,,
1,319,False,False,,,
1,320,False,False,,,
1,321,False,False,,,
1,322,False,False,,,
1,323,False,False,,,
1,324,False,False,,,
1,325,False,False,,,
1,326,False,False,,,
1,327,False,False,,,
1,328,False,False,,,
1,329,False,False,,,
1,330,False,False,,,
1,331,False,False,,,
1,332,False,False,,,
1,333,False,False,,,
1,334,False,False,,,
1,335,False,False,,,
1,336,False,False,,,
1,337,False,False,,,
1,338,False,False,,,
1,339,False,False,,,
1,340,False,False,,,
1,341,False,False,,,
1,342,False,False,,,
1,343,False,False,,,
1,344,False,False,,,
1,345,False,False,,,
1,346,False,False,,,
1,347,False,False,,,
1,348,False,False,,,
1,349,False,False,,,
1,350,False,False,,,
1,351,False,False,,,
1,352,False,False,,,
1,353,False,False,,,
1,354,False,False,,,
1,355,False,False,,,
1,356,False,False,,,
1,357,False,False,,,
1,358,False,False,,,
1,359,False,False,,,
1,360,False,False,,,
1,361,False,False,,,
1,362,False,False,,,
1,363,False,False,,,
1,364,False,False,,,
1,365,False,False,,,
1,366,False,False,,,
1,367,False,False,,,
1,368,False,False,,,
1,369,False,False,,,
1,370,False,False,,,
1,371,False,False,,,
1,372,False,False,,,
1,373,False,False,,,
1,374,False,False,,,
1,375,False,False,,,
1,376,False,False,,,
1,377,False,False,,,
1,378,False,False,,,
1,379,False,False,,,
1,380,False,False,,,
1,381,False,False,,,
1,382,False,False,,,
1,383,False,False,,,
1,384,False,False,,,
1,385,False,False,,,
1,386,False,False,,,
1,387,False,False,,,
1,388,False,False,,,
1,389,False,False,,,
1,390,False,False,,,
1,391,False,False,,,
1,392,False,False,,,
1,393,False,False,,,
1,394,False,False,,,
1,395,False,False,,,
1,396,False,False,,,
1,397,False,False,,,
1,398,False,False,,,
1,399,False,False,,,
1,400,False,False,,,
1,401,False,False,,,
1,402,False,False,,,
1,403,False,False,,,
1,404,False,False,,,
1,405,False,False,,,
1,406,False,False,,,
1,407,False,False,,,
1,408,False,False,,,
1,409,False,False,,,
1,410,False,False,,,
1,411,False,False,,,
1,412,False,False,,,
1,413,False,False,,,
1,414,False,False,,,
1,415,False,False,,,
1,416,False,False,,,
1,417,False,False,,,
1,418,False,False,,,
1,419,False,False,,,
1,420,False,False,,,
1,421,False,False,,,
1,422,False,False,,,
1,423,False,False,,,
1,424,False,False,,,
1,425,False,False,,,
1,426,False,False,,,
1,427,False,False,,,
1,428,False,False,,,
1,429,False,False,,,
1,430,False,False,,,
1,431,False,False,,,
1,432,False,False,,,
1,433,False,False,,,
1,434,False,False,,,
1,435,False,False,,,
1,436,False,False,,,
1,437,False,False,,,
1,438,False,False,,,
1,439,False,False,,,
1,440,False,False,,,
1,441,False,False,,,
1,442,False,False,,,
1,443,False,False,,,
1,444,False,False,,,
1,445,False,False,,,
1,446,False,False,,,
1,447,False,False,,,
1,448,False,False,,,
1,449,False,False,,,
1,450,False,False,,,
1,451,False,False,,,
1,452,False,False,,,
1,453,False,False,,,
1,454,False,False,,,
1,455,False,False,,,
1,456,False,False,,,
1,457,False,False,,,
1,458,False,False,,,
1,459,False,False,,,
1,460,False,False,,,
1,461,False,False,,,
1,462,False,False,,,
1,463,False,False,,,
1,464,False,False,,,
1,465,False,False,,,
1,466,False,False,,,
1,467,False,False,,,
1,468,False,False,,,
1,469,False,False,,,
1,470,False,False,,,
1,471,False,False,,,
1,472,False,False,,,
1,473,False,False,,,
1,474,False,False,,,
1,475,False,False,,,
1,476,False,False,,,
1,477,False,False,,,
1,478,False,False,,,
1,479,False,False,,,
1,480,False,False,,,
1,481,False,False,,,
1,482,False,False,,,
1,483,False,False,,,
1,484,False,False,,,
1,485,False,False,,,
1,486,False,False,,,
1,487,False,False,,,
1,488,False,False,,,
1,489,False,False,,,
1,490,False,False,,,
1,491,False,False,,,
1,492,False,False,,,
1,493,False,False,,,
1,494,False,False,,,
1,495,False,False,,,
1,496,False,False,,,
1,497,False,False,,,
1,498,False,False,,,
1,499,False,False,,,
1,500,False,False,,,
1,501,False,False,,,
1,502,False,False,,,
1,503,False,False,,,
1,504,False,False,,,
1,505,False,False,,,
1,506,False,False,,,
1,507,False,False,,,
1,508,False,False,,,
1,509,False,False,,,
1,510,False,False,,,
1,511,False,False,,,
1,512,False,False,,,
1,513,False,False,,,
1,514,False,False,,,
1,515,False,False,,,
1,516,False,False,,,
1,517,False,False,,,
1,518,False,False,,,
1,519,False,False,,,
1,520,False,False,,,
1,521,False,False,,,
1,522,False,False,,,
1,523,False,False,,,
1,524,False,False,,,
1,525,False,False,,,
1,526,False,False,,,
1,527,False,False,,,
1,528,False,False,,,
1,529,False,False,,,
1,530,False,False,,,
1,531,False,False,,,
1,532,False,False,,,
1,533,False,False,,,
1,534,False,False,,,
1,535,False,False,,,
1,536,False,False,,,
1,537,False,False,,,
1,538,False,False,,,
1,539,False,False,,,
1,540,False,False,,,
1,541,False,False,,,
1,542,False,False,,,
1,543,False,False,,,
1,544,False,False,,,
1,545,False,False,,,
1,546,False,False,,,
1,547,False,False,,,
1,548,False,False,,,
1,549,False,False,,,
1,550,False,False,,,
1,551,False,False,,,
1,552,False,False,,,
1,553,False,False,,,
1,554,False,False,,,
1,555,False,False,,,
1,556,False,False,,,
1,557,False,False,,,
1,558,False,False,,,
1,559,False,False,,,
1,560,False,False,,,
1,561,False,False,,,
1,562,False,False,,,
1,563,False,False,,,
1,564,False,False,,,
1,565,False,False,,,
1,566,False,False,,,
1,567,False,False,,,
1,568,False,False,,,
1,569,False,False,,,
1,570,False,False,,,
1,571,False,False,,,
1,572,False,False,,,
1,573,False,False,,,
1,574,False,False,,,
1,575,False,False,,,
1,576,False,False,,,
1,577,False,False,,,
1,578,False,False,,,
1,579,False,False,,,
1,580,False,False,,,
1,581,False,False,,,
1,582,False,False,,,
1,583,False,False,,,
1,584,False,False,,,
1,585,False,False,,,
1,586,False,False,,,
1,587,False,False,,,
1,588,False,False,,,
1,589,False,False,,,
1,590,False,False,,,
1,591,False,False,,,
1,592,False,False,,,
1,593,False,False,,,
1,594,False,False,,,
1,595,False,False,,,
1,596,False,False,,,
1,597,False,False,,,
1,598,False,False,,,
1,599,False,False,,,
1,600,False,False,,,
2,1,True,False,-1.7152622601035983,1.6146460402275324,1.7152622601035983
2,2,True,False,-22.464160554278273,18.198322490094718,22.464160554278273
2,3,True,False,-156482.31663002615,156580.3722846362,156580.3722846362
2,4,True,False,-4.942721162557274e+78,4.942721162557274e+78,4.942721162557274e+78
2,5,False,False,,,
2,6,False,False,,,
2,7,False,False,,,
2,8,False,False,,,
2,9,False,False,,,
2,10,False,False,,,
2,11,False,False,,,
2,12,False,False,,,
2,13,False,False,,,
2,14,False,False,,,
2,15,False,False,,,
2,16,False,False,,,
2,17,False,False,,,
2,18,False,False,,,
2,19,False,False,,,
2,20,False,False,,,
2,21,False,False,,,
2,22,False,False,,,
2,23,False,False,,,
2,24,False,False,,,
2,25,False,False,,,
2,26,False,False,,,
2,27,False,False,,,
2,28,False,False,,,
2,29,False,False,,,
2,30,False,False,,,
2,31,False,False,,,
2,32,False,False,,,
2,33,False,False,,,
2,34,False,False,,,
2,35,False,False,,,
2,36,False,False,,,
2,37,False,False,,,
2,38,False,False,,,
2,39,False,False,,,
2,40,False,False,,,
2,41,False,False,,,
2,42,False,False,,,
2,43,False,False,,,
2,44,False,False,,,
2,45,False,False,,,
2,46,False,False,,,
2,47,False,False,,,
2,48,False,False,,,
2,49,False,False,,,
2,50,False,False,,,
2,51,False,False,,,
2,52,False,False,,,
2,53,False,False,,,
2,54,False,False,,,
2,55,False,False,,,
2,56,False,False,,,
2,57,False,False,,,
2,58,False,False,,,
2,59,False,False,,,
2,60,False,False,,,
2,61,False,False,,,
2,62,False,False,,,
2,63,False,False,,,
2,64,False,False,,,
2,65,False,False,,,
2,66,False,False,,,
2,67,False,False,,,
2,68,False,False,,,
2,69,False,False,,,
2,70,False,False,,,
2,71,False,False,,,
2,72,False,False,,,
2,73,False,False,,,
2,74,False,False,,,
2,75,False,False,,,
2,76,False,False,,,
2,77,False,False,,,
2,78,False,False,,,
2,79,False,False,,,
2,80,False,False,,,
2,81,False,False,,,
2,82,False,False,,,
2,83,False,False,,,
2,84,False,False,,,
2,85,False,False,,,
2,86,False,False,,,
2,87,False,False,,,
2,88,False,False,,,
2,89,False,False,,,
2,90,False,False,,,
2,91,False,False,,,
2,92,False,False,,,
2,93,False,False,,,
2,94,False,False,,,
2,95,False,False,,,
2,96,False,False,,,
2,97,False,False,,,
2,98,False,False,,,
2,99,False,False,,,
2,100,False,False,,,
2,101,False,False,,,
2,102,False,False,,,
2,103,False,False,,,
2,104,False,False,,,
2,105,False,False,,,
2,106,False,False,,,
2,107,False,False,,,
2,108,False,False,,,
2,109,False,False,,,
2,110,False,False,,,
2,111,False,False,,,
2,112,False,False,,,
2,113,False,False,,,
2,114,False,False,,,
2,115,False,False,,,
2,116,False,False,,,
2,117,False,False,,,
2,118,False,False,,,
2,119,False,False,,,
2,120,False,False,,,
2,121,False,False,,,
2,122,False,False,,,
2,123,False,False,,,
2,124,False,False,,,
2,125,False,False,,,
2,126,False,False,,,
2,127,False,False,,,
2,128,False,False,,,
2,129,False,False,,,
2,130,False,False,,,
2,131,False,False,,,
2,132,False,False,,,
2,133,False,False,,,
2,134,False,False,,,
2,135,False,False,,,
2,136,False,False,,,
2,137,False,False,,,
2,138,False,False,,,
2,139,False,False,,,
2,140,False,False,,,
2,141,False,False,,,
2,142,False,False,,,
2,143,False,False,,,
2,144,False,False,,,
2,145,False,False,,,
2,146,False,False,,,
2,147,False,False,,,
2,148,False,False,,,
2,149,False,False,,,
2,150,False,False,,,
2,151,False,False,,,
2,152,False,False,,,
2,153,False,False,,,
2,154,False,False,,,
2,155,False,False,,,
2,156,False,False,,,
2,157,False,False,,,
2,158,False,False,,,
2,159,False,False,,,
2,160,False,False,,,
2,161,False,False,,,
2,162,False,False,,,
2,163,False,False,,,
2,164,False,False,,,
2,165,False,False,,,
2,166,False,False,,,
2,167,False,False,,,
2,168,False,False,,,
2,169,False,False,,,
2,170,False,False,,,
2,171,False,False,,,
2,172,False,False,,,
2,173,False,False,,,
2,174,False,False,,,
2,175,False,False,,,
2,176,False,False,,,
2,177,False,False,,,
2,178,False,False,,,
2,179,False,False,,,
2,180,False,False,,,
2,181,False,False,,,
2,182,False,False,,,
2,183,False,False,,,
2,184,False,False,,,
2,185,False,False,,,
2,186,False,False,,,
2,187,False,False,,,
2,188,False,False,,,
2,189,False,False,,,
2,190,False,False,,,
2,191,False,False,,,
2,192,False,False,,,
2,193,False,False,,,
2,194,False,False,,,
2,195,False,False,,,
2,196,False,False,,,
2,197,False,False,,,
2,198,False,False,,,
2,199,False,False,,,
2,200,False,False,,,
2,201,False,False,,,
2,202,False,False,,,
2,203,False,False,,,
2,204,False,False,,,
2,205,False,False,,,
2,206,False,False,,,
2,207,False,False,,,
2,208,False,False,,,
2,209,False,False,,,
2,210,False,False,,,
2,211,False,False,,,
2,212,False,False,,,
2,213,False,False,,,
2,214,False,False,,,
2,215,False,False,,,
2,216,False,False,,,
2,217,False,False,,,
2,218,False,False,,,
2,219,False,False,,,
2,220,False,False,,,
2,221,False,False,,,
2,222,False,False,,,
2,223,False,False,,,
2,224,False,False,,,
2,225,False,False,,,
2,226,False,False,,,
2,227,False,False,,,
2,228,False,False,,,
2,229,False,False,,,
2,230,False,False,,,
2,231,False,False,,,
2,232,False,False,,,
2,233,False,False,,,
2,234,False,False,,,
2,235,False,False,,,
2,236,False,False,,,
2,237,False,False,,,
2,238,False,False,,,
2,239,False,False,,,
2,240,False,False,,,
2,241,False,False,,,
2,242,False,False,,,
2,243,False,False,,,
2,244,False,False,,,
2,245,False,False,,,
2,246,False,False,,,
2,247,False,False,,,
2,248,False,False,,,
2,249,False,False,,,
2,250,False,False,,,
2,251,False,False,,,
2,252,False,False,,,
2,253,False,False,,,
2,254,False,False,,,
2,255,False,False,,,
2,256,False,False,,,
2,257,False,False,,,
2,258,False,False,,,
2,259,False,False,,,
2,260,False,False,,,
2,261,False,False,,,
2,262,False,False,,,
2,263,False,False,,,
2,264,False,False,,,
2,265,False,False,,,
2,266,False,False,,,
2,267,False,False,,,
2,268,False,False,,,
2,269,False,False,,,
2,270,False,False,,,
2,271,False,False,,,
2,272,False,False,,,
2,273,False,False,,,
2,274,False,False,,,
2,275,False,False,,,
2,276,False,False,,,
2,277,False,False,,,
2,278,False,False,,,
2,279,False,False,,,
2,280,False,False,,,
2,281,False,False,,,
2,282,False,False,,,
2,283,False,False,,,
2,284,False,False,,,
2,285,False,False,,,
2,286,False,False,,,
2,287,False,False,,,
2,288,False,False,,,
2,289,False,False,,,
2,290,False,False,,,
2,291,False,False,,,
2,292,False,False,,,
2,293,False,False,,,
2,294,False,False,,,
2,295,False,False,,,
2,296,False,False,,,
2,297,False,False,,,
2,298,False,False,,,
2,299,False,False,,,
2,300,False,False,,,
2,301,False,False,,,
2,302,False,False,,,
2,303,False,False,,,
2,304,False,False,,,
2,305,False,False,,,
2,306,False,False,,,
2,307,False,False,,,
2,308,False,False,,,
2,309,False,False,,,
2,310,False,False,,,
2,311,False,False,,,
2,312,False,False,,,
2,313,False,False,,,
2,314,False,False,,,
2,315,False,False,,,
2,316,False,False,,,
2,317,False,False,,,
2,318,False,False,,,
2,319,False,False,,,
2,320,False,False,,,
2,321,False,False,,,
2,322,False,False,,,
2,323,False,False,,,
2,324,False,False,,,
2,325,False,False,,,
2,326,False,False,,,
2,327,False,False,,,
2,328,False,False,,,
2,329,False,False,,,
2,330,False,False,,,
2,331,False,False,,,
2,332,False,False,,,
2,333,False,False,,,
2,334,False,False,,,
2,335,False,False,,,
2,336,False,False,,,
2,337,False,False,,,
2,338,False,False,,,
2,339,False,False,,,
2,340,False,False,,,
2,341,False,False,,,
2,342,False,False,,,
2,343,False,False,,,
2,344,False,False,,,
2,345,False,False,,,
2,346,False,False,,,
2,347,False,False,,,
2,348,False,False,,,
2,349,False,False,,,
2,350,False,False,,,
2,351,False,False,,,
2,352,False,False,,,
2,353,False,False,,,
2,354,False,False,,,
2,355,False,False,,,
2,356,False,False,,,
2,357,False,False,,,
2,358,False,False,,,
2,359,False,False,,,
2,360,False,False,,,
2,361,False,False,,,
2,362,False,False,,,
2,363,False,False,,,
2,364,False,False,,,
2,365,False,False,,,
2,366,False,False,,,
2,367,False,False,,,
2,368,False,False,,,
2,369,False,False,,,
2,370,False,False,,,
2,371,False,False,,,
2,372,False,False,,,
2,373,False,False,,,
2,374,False,False,,,
2,375,False,False,,,
2,376,False,False,,,
2,377,False,False,,,
2,378,False,False,,,
2,379,False,False,,,
2,380,False,False,,,
2,381,False,False,,,
2,382,False,False,,,
2,383,False,False,,,
2,384,False,False,,,
2,385,False,False,,,
2,386,False,False,,,
2,387,False,False,,,
2,388,False,False,,,
2,389,False,False,,,
2,390,False,False,,,
2,391,False,False,,,
2,392,False,False,,,
2,393,False,False,,,
2,394,False,False,,,
2,395,False,False,,,
2,396,False,False,,,
2,397,False,False,,,
2,398,False,False,,,
2,399,False,False,,,
2,400,False,False,,,
2,401,False,False,,,
2,402,False,False,,,
2,403,False,False,,,
2,404,False,False,,,
2,405,False,False,,,
2,406,False,False,,,
2,407,False,False,,,
2,408,False,False,,,
2,409,False,False,,,
2,410,False,False,,,
2,411,False,False,,,
2,412,False,False,,,
2,413,False,False,,,
2,414,False,False,,,
2,415,False,False,,,
2,416,False,False,,,
2,417,False,False,,,
2,418,False,False,,,
2,419,False,False,,,
2,420,False,False,,,
2,421,False,False,,,
2,422,False,False,,,
2,423,False,False,,,
2,424,False,False,,,
2,425,False,False,,,
2,426,False,False,,,
2,427,False,False,,,
2,428,False,False,,,
2,429,False,False,,,
2,430,False,False,,,
2,431,False,False,,,
2,432,False,False,,,
2,433,False,False,,,
2,434,False,False,,,
2,435,False,False,,,
2,436,False,False,,,
2,437,False,False,,,
2,438,False,False,,,
2,439,False,False,,,
2,440,False,False,,,
2,441,False,False,,,
2,442,False,False,,,
2,443,False,False,,,
2,444,False,False,,,
2,445,False,False,,,
2,446,False,False,,,
2,447,False,False,,,
2,448,False,False,,,
2,449,False,False,,,
2,450,False,False,,,
2,451,False,False,,,
2,452,False,False,,,
2,453,False,False,,,
2,454,False,False,,,
2,455,False,False,,,
2,456,False,False,,,
2,457,False,False,,,
2,458,False,False,,,
2,459,False,False,,,
2,460,False,False,,,
2,461,False,False,,,
2,462,False,False,,,
2,463,False,False,,,
2,464,False,False,,,
2,465,False,False,,,
2,466,False,False,,,
2,467,False,False,,,
2,468,False,False,,,
2,469,False,False,,,
2,470,False,False,,,
2,471,False,False,,,
2,472,False,False,,,
2,473,False,False,,,
2,474,False,False,,,
2,475,False,False,,,
2,476,False,False,,,
2,477,False,False,,,
2,478,False,False,,,
2,479,False,False,,,
2,480,False,False,,,
2,481,False,False,,,
2,482,False,False,,,
2,483,False,False,,,
2,484,False,False,,,
2,485,False,False,,,
2,486,False,False,,,
2,487,False,False,,,
2,488,False,False,,,
2,489,False,False,,,
2,490,False,False,,,
2,491,False,False,,,
2,492,False,False,,,
2,493,False,False,,,
2,494,False,False,,,
2,495,False,False,,,
2,496,False,False,,,
2,497,False,False,,,
2,498,False,False,,,
2,499,False,False,,,
2,500,False,False,,,
2,501,False,False,,,
2,502,False,False,,,
2,503,False,False,,,
2,504,False,False,,,
2,505,False,False,,,
2,506,False,False,,,
2,507,False,False,,,
2,508,False,False,,,
2,509,False,False,,,
2,510,False,False,,,
2,511,False,False,,,
2,512,False,False,,,
2,513,False,False,,,
2,514,False,False,,,
2,515,False,False,,,
2,516,False,False,,,
2,517,False,False,,,
2,518,False,False,,,
2,519,False,False,,,
2,520,False,False,,,
2,521,False,False,,,
2,522,False,False,,,
2,523,False,False,,,
2,524,False,False,,,
2,525,False,False,,,
2,526,False,False,,,
2,527,False,False,,,
2,528,False,False,,,
2,529,False,False,,,
2,530,False,False,,,
2,531,False,False,,,
2,532,False,False,,,
2,533,False,False,,,
2,534,False,False,,,
2,535,False,False,,,
2,536,False,False,,,
2,537,False,False,,,
2,538,False,False,,,
2,539,False,False,,,
2,540,False,False,,,
2,541,False,False,,,
2,542,False,False,,,
2,543,False,False,,,
2,544,False,False,,,
2,545,False,False,,,
2,546,False,False,,,
2,547,False,False,,,
2,548,False,False,,,
2,549,False,False,,,
2,550,False,False,,,
2,551,False,False,,,
2,552,False,False,,,
2,553,False,False,,,
2,554,False,False,,,
2,555,False,False,,,
2,556,False,False,,,
2,557,False,False,,,
2,558,False,False,,,
2,559,False,False,,,
2,560,False,False,,,
2,561,False,False,,,
2,562,False,False,,,
2,563,False,False,,,
2,564,False,False,,,
2,565,False,False,,,
2,566,False,False,,,
2,567,False,False,,,
2,568,False,False,,,
2,569,False,False,,,
2,570,False,False,,,
2,571,False,False,,,
2,572,False,False,,,
2,573,False,False,,,
2,574,False,False,,,
2,575,False,False,,,
2,576,False,False,,,
2,577,False,False,,,
2,578,False,False,,,
2,579,False,False,,,
2,580,False,False,,,
2,581,False,False,,,
2,582,False,False,,,
2,583,False,False,,,
2,584,False,False,,,
2,585,False,False,,,
2,586,False,False,,,
2,587,False,False,,,
2,588,False,False,,,
2,589,False,False,,,
2,590,False,False,,,
2,591,False,False,,,
2,592,False,False,,,
2,593,False,False,,,
2,594,False,False,,,
2,595,False,False,,,
2,596,False,False,,,
2,597,False,False,,,
2,598,False,False,,,
2,599,False,False,,,
2,600,False,False,,,
3,1,True,False,-0.3173995086855505,0.9635745355828742,0.9635745355828742
3,2,True,False,-0.4457548124782197,1.211095451670508,1.211095451670508
3,3,True,False,-0.20826237407446047,0.6589593484450234,0.6589593484450234
3,4,True,False,-0.09291278926817984,0.951243869065517,0.951243869065517
3,5,True,False,-0.0773944014085637,1.028841643680835,1.028841643680835
3,6,True,False,-0.05070989146968729,1.033615992807518,1.033615992807518
3,7,True,False,-0.026280489929470463,1.0168890682622895,1.0168890682622895
3,8,True,False,-0.00996866877178266,1.0033731612667232,1.0033731612667232
3,9,True,False,-0.002710849140800664,0.9912481057433904,0.9912481057433904
3,10,True,True,0.0001607124889419463,0.9794862047907215,0.9794862047907215
3,11,True,True,0.005065863835394483,0.9075791204016982,0.9075791204016982
